SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
531235,CITIPORT FINANCIAL SERVICES LTD.,Active,XT,10.00,INE494D01011,Non Banking Financial Company (NBFC),CITIPOR,Equity,https://www.bseindia.com/stock-share-price/citiport-financial-services-ltd/citipor/531235/,Citiport Financial Services Ltd.,6.20
531240,SHAMROCK INDUSTRIAL CO.LTD.,Active,XT,10.00,INE022F01015,Trading & Distributors,SHAMROIN,Equity,https://www.bseindia.com/stock-share-price/shamrock-industrial-coltd/shamroin/531240/,Shamrock Industrial Co. Ltd.,2.12
531241,Linc Ltd-$,Active,B,10.00,INE802B01019,Stationary,LINC,Equity,https://www.bseindia.com/stock-share-price/linc-ltd/linc/531241/,LINC LIMITED,920.22
531246,PRIMA INDUSTRIES LTD.,Active,XT,10.00,INE723N01012,Edible Oil,PRIMAIN,Equity,https://www.bseindia.com/stock-share-price/prima-industries-ltd/primain/531246/,Prima Industries Ltd.,16.41
531252,Aneri Fincap Ltd,Active,X,10.00,INE720D01019,Non Banking Financial Company (NBFC),ANERI,Equity,https://www.bseindia.com/stock-share-price/aneri-fincap-ltd/aneri/531252/,ANERI FINCAP LIMITED,1.30
531253,INDIA GELATINE & CHEMICALS LTD.-$,Active,X,10.00,INE342D01012,Specialty Chemicals,INDGELA,Equity,https://www.bseindia.com/stock-share-price/india-gelatine--chemicals-ltd/indgela/531253/,India Gelatine & Chemicals Ltd.,184.75
531254,Optimus Finance Ltd,Active,X,10.00,INE031G01014,Non Banking Financial Company (NBFC),OPTIFIN,Equity,https://www.bseindia.com/stock-share-price/optimus-finance-ltd/optifin/531254/,Optimus Finance Limited,66.49
531255,PARAGON FINANCE LTD.,Active,XT,10.00,INE015E01012,Non Banking Financial Company (NBFC),PARAGONF,Equity,https://www.bseindia.com/stock-share-price/paragon-finance-ltd/paragonf/531255/,Paragon Finance Ltd.,19.70
531257,PRATIKSHA CHEMICALS LTD.,Active,X,10.00,INE530D01012,Specialty Chemicals,PRATIKSH,Equity,https://www.bseindia.com/stock-share-price/pratiksha-chemicals-ltd/pratiksh/531257/,Pratiksha Chemicals Ltd.,12.82
531259,Esha Media Research Limited,Active,XT,10.00,INE328F01016,Advertising & Media Agencies,ESHAMEDIA,Equity,https://www.bseindia.com/stock-share-price/esha-media-research-limited/eshamedia/531259/,Esha Media Research Limited,3.40
531260,Refex Renewables & Infrastructure Ltd,Active,X,10.00,INE332F01018,Civil Construction,REFEXRENEW,Equity,https://www.bseindia.com/stock-share-price/refex-renewables--infrastructure-ltd/refexrenew/531260/,Refex Renewables & Infrastructure Limited,165.23
531266,V.S.T.TILLERS TRACTORS LTD.-$,Active,B,10.00,INE764D01017,Tractors,VSTTILLERS,Equity,https://www.bseindia.com/stock-share-price/vsttillers-tractors-ltd/vsttillers/531266/,V.S.T.Tillers Tractors Ltd.,2109.21
531268,B2B SOFTWARE TECHNOLOGIES LTD.,Active,XT,10.00,INE151B01011,Software Products,B2BSOFT,Equity,https://www.bseindia.com/stock-share-price/b2b-software-technologies-ltd/b2bsoft/531268/,B2B Software Technologies Ltd.,30.07
531272,NIKKI GLOBAL FINANCE LTD.,Active,X,10.00,INE526C01012,Non Banking Financial Company (NBFC),NIKKIGL,Equity,https://www.bseindia.com/stock-share-price/nikki-global-finance-ltd/nikkigl/531272/,Nikki Global Finance Ltd.,2.46
531273,RADHE DEVELOPERS (INDIA) LTD.,Active,X,1.00,INE986B01044,Residential- Commercial Projects,RADHEDE,Equity,https://www.bseindia.com/stock-share-price/radhe-developers-(india)-ltd/radhede/531273/,Radhe Developers (India) ltd.,185.32
531274,KINETIC TRUST LTD.,Active,XT,10.00,INE674M01019,Non Banking Financial Company (NBFC),KINETRU,Equity,https://www.bseindia.com/stock-share-price/kinetic-trust-ltd/kinetru/531274/,Kinetic Trust Ltd.,2.89
531278,Elixir Capital Ltd,Active,X,10.00,INE785D01012,Other Financial Services,ELIXIR,Equity,https://www.bseindia.com/stock-share-price/elixir-capital-ltd/elixir/531278/,Elixir Capital Limited,23.50
531279,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,Active,X,10.00,INE238C01014,Non Banking Financial Company (NBFC),TRISHAKT,Equity,https://www.bseindia.com/stock-share-price/trishakti-electronics--industries-ltd/trishakt/531279/,Trishakti Electronics & industries,20.03
531280,PANKAJ POLYMERS LTD.,Active,X,10.00,INE698B01011,Packaging,PANKAJPO,Equity,https://www.bseindia.com/stock-share-price/pankaj-polymers-ltd/pankajpo/531280/,Pankaj Polymers Ltd.,4.16
531281,Marble City India Ltd,Active,X,5.00,INE807H01023,Other Construction Materials,MARBLE,Equity,https://www.bseindia.com/stock-share-price/marble-city-india-ltd/marble/531281/,MARBLE CITY INDIA LIMITED,16.06
531283,CINDRELLA FINANCIAL SERVICES LTD.,Active,XT,10.00,INE897D01015,Non Banking Financial Company (NBFC),CINDRELL,Equity,https://www.bseindia.com/stock-share-price/cindrella-financial-services-ltd/cindrell/531283/,Cindrella Financial Services Ltd.,3.83
531287,NATIONAL PLASTIC TECHNOLOGIES LTD.,Active,X,10.00,INE896D01017,Plastic Products - Industrial,NATPLASTI,Equity,https://www.bseindia.com/stock-share-price/national-plastic-technologies-ltd/natplasti/531287/,National Plastic Technologies Ltd,64.34
531288,LEAD FINANCIAL SERVICES LTD.,Active,XT,10.00,INE531D01010,Non Banking Financial Company (NBFC),LEADFIN,Equity,https://www.bseindia.com/stock-share-price/lead-financial-services-ltd/leadfin/531288/,Lead Financial Services  Ltd,5.97
531289,National Fittings Limited,Active,X,10.00,INE643C01015,Iron & Steel Products,NATFIT,Equity,https://www.bseindia.com/stock-share-price/national-fittings-limited/natfit/531289/,National Fittings Limited,80.69
531297,ARTEFACT PROJECTS LTD.,Active,X,10.00,INE885B01014,Consulting Services,ARTEFACT,Equity,https://www.bseindia.com/stock-share-price/artefact-projects-ltd/artefact/531297/,Artefact Projects Ltd,40.76
531300,AMIT INTERNATIONAL LTD.,Active,Z,10.00,INE053D01015,Other Textile Products,AMITINT,Equity,https://www.bseindia.com/stock-share-price/amit-international-ltd/amitint/531300/,Amit International Ltd.,6.57
531301,HIGH STREET FILATEX LTD.,Active,X,10.00,INE319M01011,Other Textile Products,HIGHSTREE,Equity,https://www.bseindia.com/stock-share-price/high-street-filatex-ltd/highstree/531301/,High Street Filatex Limited,1.97
531304,NUTECH GLOBAL LTD.,Active,X,10.00,INE960H01012,Other Textile Products,NUTECGLOB,Equity,https://www.bseindia.com/stock-share-price/nutech-global-ltd/nutecglob/531304/,Nutech Global Ltd.,12.61
531306,DHP INDIA LTD.,Active,X,10.00,INE590D01016,Oil Equipment & Services,DHPIND,Equity,https://www.bseindia.com/stock-share-price/dhp-india-ltd/dhpind/531306/,DHP India Ltd.,291.80
531307,RRIL Ltd,Active,X,5.00,INE951M01037,Other Textile Products,RRIL,Equity,https://www.bseindia.com/stock-share-price/rril-ltd/rril/531307/,RRIL LIMITED,195.88
531310,AVAILABLE FINANCE LTD.,Active,X,10.00,INE325G01010,Non Banking Financial Company (NBFC),AVAILFC,Equity,https://www.bseindia.com/stock-share-price/available-finance-ltd/availfc/531310/,Available Finance Ltd.,169.53
531314,INTEGRA CAPITAL MANAGEMENT LTD.,Active,X,10.00,INE366H01012,Non Banking Financial Company (NBFC),INTCAPM,Equity,https://www.bseindia.com/stock-share-price/integra-capital-management-ltd/intcapm/531314/,Integra Capital Management Ltd.,10.03
531319,MARUTI SECURITIES LTD.,Active,X,10.00,INE368C01019,Non Banking Financial Company (NBFC),MARUTISE,Equity,https://www.bseindia.com/stock-share-price/maruti-securities-ltd/marutise/531319/,Maruti Securities Ltd.,2.60
531322,Sri Havisha Hospitality And Infrastructure Ltd,Active,T,2.00,INE293B01029,Hotels & Resorts,HAVISHA,Equity,https://www.bseindia.com/stock-share-price/sri-havisha-hospitality-and-infrastructure-ltd/havisha/531322/,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,11.43
531323,Jayatma Industries Ltd,Active,X,10.00,INE250D01017,Other Textile Products,JAYIND,Equity,https://www.bseindia.com/stock-share-price/jayatma-industries-ltd/jayind/531323/,JAYATMA INDUSTRIES LIMITED,4.01
531324,ROSELABS FINANCE LTD.,Active,X,10.00,INE475C01012,Other Financial Services,ROSELABS,Equity,https://www.bseindia.com/stock-share-price/roselabs-finance-ltd/roselabs/531324/,Roselabs Finance Ltd.,27.15
531327,CHARMS INDUSTRIES LTD.,Active,XT,10.00,INE442C01012,Other Financial Services,CHARMS,Equity,https://www.bseindia.com/stock-share-price/charms-industries-ltd/charms/531327/,Charms Industries Ltd,1.81
531328,Kretto Syscon Ltd,Active,X,1.00,INE128R01023,Residential- Commercial Projects,KRETTOSYS,Equity,https://www.bseindia.com/stock-share-price/kretto-syscon-ltd/krettosys/531328/,KRETTO SYSCON LIMITED,8.78
531334,VIKALP SECURITIES LTD.,Active,XT,10.00,INE186E01011,Diversified Commercial Services,VIKALPS,Equity,https://www.bseindia.com/stock-share-price/vikalp-securities-ltd/vikalps/531334/,Vikalp Securities Ltd.,3.34
531335,ZYDUS WELLNESS LTD.-$,Active,A,10.00,INE768C01010,Packaged Foods,ZYDUSWELL,Equity,https://www.bseindia.com/stock-share-price/zydus-wellness-ltd/zyduswell/531335/,Zydus Wellness Limited,9729.67
531337,WinPro Industries Ltd,Active,B,5.00,INE974C01022,Advertising & Media Agencies,WINPRO,Equity,https://www.bseindia.com/stock-share-price/winpro-industries-ltd/winpro/531337/,WinPro Industries Limited,22.59
531338,MILESTONE GLOBAL LTD.,Active,X,10.00,INE151H01018,Other Construction Materials,MILESTONE,Equity,https://www.bseindia.com/stock-share-price/milestone-global-ltd/milestone/531338/,Milestone Global Limited,9.98
531340,BERVIN INVESTMENT & LEASING LTD.,Active,XT,10.00,INE348I01018,Other Financial Services,BERVINL,Equity,https://www.bseindia.com/stock-share-price/bervin-investment--leasing-ltd/bervinl/531340/,Bervin Investments And Leasing Ltd.,20.61
531341,GUJARAT INVESTA LTD.,Active,XT,10.00,INE373D01017,Non Banking Financial Company (NBFC),GUJINV,Equity,https://www.bseindia.com/stock-share-price/gujarat-investa-ltd/gujinv/531341/,"Gujarat Investa Ltd.,",12.84
531344,CONTAINER CORPORATION OF INDIA LTD.,Active,A,5.00,INE111A01025,Logistics Solution Provider,CONCOR,Equity,https://www.bseindia.com/stock-share-price/container-corporation-of-india-ltd/concor/531344/,Container Corporation Of India Ltd.,37977.32
531346,EASTERN TREADS LTD.,Active,X,10.00,INE500D01015,Tyres & Rubber Products,EASTRED,Equity,https://www.bseindia.com/stock-share-price/eastern-treads-ltd/eastred/531346/,Eastern Treads Ltd.,17.27
531349,PANACEA BIOTEC LTD.,Active,B,1.00,INE922B01023,Pharmaceuticals,PANACEABIO,Equity,https://www.bseindia.com/stock-share-price/panacea-biotec-ltd/panaceabio/531349/,Panacea Biotec Ltd.,736.54
531352,PEETI SECURITIES LTD.,Active,XT,10.00,INE328D01011,Other Textile Products,PEETISEC,Equity,https://www.bseindia.com/stock-share-price/peeti-securities-ltd/peetisec/531352/,Peeti Securities Ltd.,10.12
531357,Mercury Ev-Tech Ltd,Active,XT,1.00,INE763M01028,Passenger Cars & Utility Vehicles,MERCURYEV,Equity,https://www.bseindia.com/stock-share-price/mercury-ev-tech-ltd/mercuryev/531357/,MERCURY EV-TECH LIMITED,334.40
531358,CHOICE INTERNATIONAL LTD.,Active,B,10.00,INE102B01014,Holding Company,CHOICEIN,Equity,https://www.bseindia.com/stock-share-price/choice-international-ltd/choicein/531358/,Choice International Ltd,3301.31
531359,SHRIRAM ASSET MANAGEMENT CO.LTD.,Active,X,10.00,INE777G01012,Asset Management Company,SRAMSET,Equity,https://www.bseindia.com/stock-share-price/shriram-asset-management-coltd/sramset/531359/,Shriram Asset Management Co.Ltd.,78.96
531360,GOLECHHA GLOBAL FINANCE LTD.,Active,X,10.00,INE427D01011,Diversified Commercial Services,GOLECHA,Equity,https://www.bseindia.com/stock-share-price/golechha-global-finance-ltd/golecha/531360/,Golechha Global Finance Ltd.,11.33
531364,Ekansh Concepts Ltd,Active,X,10.00,INE005E01013,Consulting Services,EKANSH,Equity,https://www.bseindia.com/stock-share-price/ekansh-concepts-ltd/ekansh/531364/,Ekansh Concepts Limited,109.02
531370,Sparc Electrex Ltd,Active,X,10.00,INE960B01015,Computers - Software & Consulting,SPAR,Equity,https://www.bseindia.com/stock-share-price/sparc-electrex-ltd/spar/531370/,SPARC ELECTREX LIMITED,47.35
531373,THE BYKE HOSPITALITY LTD.,Active,B,10.00,INE319B01014,Hotels & Resorts,THEBYKE,Equity,https://www.bseindia.com/stock-share-price/the-byke-hospitality-ltd/thebyke/531373/,The Byke Hospitality    Ltd,161.47
531380,CENTENIAL SURGICAL SUTURE LTD.,Active,X,10.00,INE405H01018,Medical Equipment & Supplies,CSURGSU,Equity,https://www.bseindia.com/stock-share-price/centenial-surgical-suture-ltd/csurgsu/531380/,Centenial Surgical Suture Ltd.,25.08
531381,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,X,10.00,INE413D01011,Residential- Commercial Projects,ARIHANT,Equity,https://www.bseindia.com/stock-share-price/arihant-foundations--housing-ltd/arihant/531381/,Arihant Foundations & Housing Ltd.,31.73
531387,HASTI FINANCE LTD.,Active,X,10.00,INE671D01014,Non Banking Financial Company (NBFC),HASTIFIN,Equity,https://www.bseindia.com/stock-share-price/hasti-finance-ltd/hastifin/531387/,Hasti Finance Ltd.,5.19
531390,UPSURGE INVESTMENT & FINANCE LTD.,Active,X,10.00,INE890B01014,Non Banking Financial Company (NBFC),UPSURGE,Equity,https://www.bseindia.com/stock-share-price/upsurge-investment--finance-ltd/upsurge/531390/,Upsurge Investment And Finance Ltd.,55.14
531395,PADAM COTTON YARNS LTD.,Active,XT,10.00,INE448D01017,Other Textile Products,PADAMCO,Equity,https://www.bseindia.com/stock-share-price/padam-cotton-yarns-ltd/padamco/531395/,Padam Cotton Yarns Ltd.,8.45
531396,WOMEN NETWORKS LTD.,Active,XT,10.00,INE905B01010,Software Products,WOMENNET,Equity,https://www.bseindia.com/stock-share-price/women-networks-ltd/womennet/531396/,Women Networks Ltd.,1.42
531397,POLYCON INTERNATIONAL LTD.,Active,X,10.00,INE262C01014,Packaging,POLYCON,Equity,https://www.bseindia.com/stock-share-price/polycon-international-ltd/polycon/531397/,Polycon International Ltd.,6.34
531398,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,Active,X,10.00,INE679C01027,Pharmaceuticals,SOURCENTRL,Equity,https://www.bseindia.com/stock-share-price/source-natural-foods--herbal-suppl-ltd/sourcentrl/531398/,Source Natural Foods & Herbal Suppl Ltd,59.87
531399,G.G.AUTOMOTIVE GEARS LTD.,Active,XT,10.00,INE493B01017,Auto Components & Equipments,GGAUTO,Equity,https://www.bseindia.com/stock-share-price/ggautomotive-gears-ltd/ggauto/531399/,G.G.Automotive Gears Ltd.,26.98
531400,ALMONDZ GLOBAL SECURITIES LTD.,Active,B,6.00,INE326B01027,Stockbroking & Allied,ALMONDZ,Equity,https://www.bseindia.com/stock-share-price/almondz-global-securities-ltd/almondz/531400/,Almondz Global Securities Limited,172.73
531402,LWS KNITWEAR LTD.,Active,XT,10.00,INE281M01013,Trading & Distributors,LWSKNIT,Equity,https://www.bseindia.com/stock-share-price/lws-knitwear-ltd/lwsknit/531402/,LWS Knitwear Ltd,6.70
531406,ANS Industries Ltd,Active,XT,10.00,INE234J01018,Other Beverages,ANSINDUS,Equity,https://www.bseindia.com/stock-share-price/ans-industries-ltd/ansindus/531406/,ANS Limited,7.96
531409,ALCHEMIST CORPORATION LTD.,Active,XT,10.00,INE057D01016,Commodity Chemicals,ALCHCORP,Equity,https://www.bseindia.com/stock-share-price/alchemist-corporation-ltd/alchcorp/531409/,Alchemist Corporation Ltd,7.03
531411,TUNI TEXTILE MILLS LTD.,Active,X,1.00,INE560D01027,Other Textile Products,TUNITEX,Equity,https://www.bseindia.com/stock-share-price/tuni-textile-mills-ltd/tunitex/531411/,Tuni Textile Mills Ltd.,22.02
531412,Radix Industries (India) Limited,Active,X,10.00,INE576N01014,Personal Care,RADIXIND,Equity,https://www.bseindia.com/stock-share-price/radix-industries-(india)-limited/radixind/531412/,Radix Industries (India) Limited,120.43
531413,KIRAN PRINT-PACK LTD.,Active,XT,10.00,INE516D01011,Printing & Publication,KIRANPR,Equity,https://www.bseindia.com/stock-share-price/kiran-print-pack-ltd/kiranpr/531413/,Kiran Print-Pack Ltd.,2.55
531416,NARENDRA PROPERTIES LTD.,Active,X,10.00,INE603F01012,Residential- Commercial Projects,NARPROP,Equity,https://www.bseindia.com/stock-share-price/narendra-properties-ltd/narprop/531416/,Narendra Properties Ltd.,13.22
531417,MEGA CORPORATION LTD.,Active,X,1.00,INE804B01023,Non Banking Financial Company (NBFC),MEGACOR,Equity,https://www.bseindia.com/stock-share-price/mega-corporation-ltd/megacor/531417/,Mega Corporation Ltd,20.00
531426,TAMIL NADU NEWSPRINT & PAPERS LTD.,Active,B,10.00,INE107A01015,Paper & Paper Products,TNPL,Equity,https://www.bseindia.com/stock-share-price/tamil-nadu-newsprint--papers-ltd/tnpl/531426/,Tamil Nadu Newsprint And Papers Ltd,1655.17
531431,SHAKTI PUMPS (INDIA) LTD.-$,Active,B,10.00,INE908D01010,Compressors- Pumps & Diesel Engines,SHAKTIPUMP,Equity,https://www.bseindia.com/stock-share-price/shakti-pumps-(india)-ltd/shaktipump/531431/,Shakti Pumps (India) Ltd.,808.45
531432,SYSTEMATIX SECURITIES LTD.,Active,X,10.00,INE07P301011,Non Banking Financial Company (NBFC),SYTIXSE,Equity,https://www.bseindia.com/stock-share-price/systematix-securities-ltd/sytixse/531432/,Systematix Securities Ltd.,2.19
531433,SUNGOLD CAPITAL LTD.,Active,XT,10.00,INE271D01013,Non Banking Financial Company (NBFC),SUNGOLD,Equity,https://www.bseindia.com/stock-share-price/sungold-capital-ltd/sungold/531433/,Sungold Capital Ltd.,4.25
531436,Saffron Industries Limited,Active,XT,10.00,INE474D01013,Paper & Paper Products,SAFFRON,Equity,https://www.bseindia.com/stock-share-price/saffron-industries-limited/saffron/531436/,Saffron Industries Limited,3.59
531437,Prakash Woollen & Synthetic Mills Ltd,Active,X,10.00,INE523I01016,Other Textile Products,PWASML,Equity,https://www.bseindia.com/stock-share-price/prakash-woollen--synthetic-mills-ltd/pwasml/531437/,Prakash Woollen & Synthetic Mills Ltd,24.12
531439,GOLDSTONE TECHNOLOGIES LTD.,Active,T,10.00,INE805A01014,Computers - Software & Consulting,GOLDTECH,Equity,https://www.bseindia.com/stock-share-price/goldstone-technologies-ltd/goldtech/531439/,Goldstone Technologies Ltd.,211.61
531444,Vardhman Concrete Limited,Active,XT,10.00,INE115C01014,Cement & Cement Products,VARDHMAN,Equity,https://www.bseindia.com/stock-share-price/vardhman-concrete-limited/vardhman/531444/,Vardhman Concrete Limited,5.65
531449,GRM OVERSEAS LTD.,Active,A,2.00,INE192H01020,Other Agricultural Products,GRMOVER,Equity,https://www.bseindia.com/stock-share-price/grm-overseas-ltd/grmover/531449/,GRM Overseas Ltd.,1098.00
531453,MOHIT INDUSTRIES LTD.-$,Active,B,10.00,INE954E01012,Other Textile Products,MOHITIND,Equity,https://www.bseindia.com/stock-share-price/mohit-industries-ltd/mohitind/531453/,Mohit Industries Limited,21.38
531454,POLYLINK POLYMERS (INDIA) LTD.,Active,X,5.00,INE323D01020,Petrochemicals,POLYLINK,Equity,https://www.bseindia.com/stock-share-price/polylink-polymers-(india)-ltd/polylink/531454/,Polylink Polymers (india) Ltd.,45.99
531456,MINAXI TEXTILES LTD.,Active,X,1.00,INE952C01028,Other Textile Products,MINAXI,Equity,https://www.bseindia.com/stock-share-price/minaxi-textiles-ltd/minaxi/531456/,Minaxi Textiles Ltd.,8.75
531460,CONTINENTAL CONTROLS LTD.,Active,X,10.00,INE545B01022,Other Electrical Equipment,CONTICON,Equity,https://www.bseindia.com/stock-share-price/continental-controls-ltd/conticon/531460/,Continental Controls Ltd.,2.34
531465,NOUVEAU GLOBAL VENTURES LTD.,Active,X,1.00,INE317B01042,Trading & Distributors,NOUVEAU,Equity,https://www.bseindia.com/stock-share-price/nouveau-global-ventures-ltd/nouveau/531465/,Nouveau Global Ventures Limited,9.09
531471,DUKE OFFSHORE LTD.,Active,X,10.00,INE397G01019,Oil Equipment & Services,DUKEOFS,Equity,https://www.bseindia.com/stock-share-price/duke-offshore-ltd/dukeofs/531471/,Duke Offshore Ltd.,6.52
531472,CYBELE INDUSTRIES LTD.,Active,X,10.00,INE183D01010,Other Electrical Equipment,CYBELEIND,Equity,https://www.bseindia.com/stock-share-price/cybele-industries-ltd/cybeleind/531472/,Cybele  Industries Limited,19.25
531489,CG-VAK SOFTWARE & EXPORTS LTD.,Active,X,10.00,INE084D01010,Computers - Software & Consulting,CGVAK,Equity,https://www.bseindia.com/stock-share-price/cg-vak-software--exports-ltd/cgvak/531489/,Cg-Vak Software & Exports Ltd.,188.02
531494,Navkar Urbanstructure Ltd,Active,X,2.00,INE268H01036,Residential- Commercial Projects,NAVKAR,Equity,https://www.bseindia.com/stock-share-price/navkar-urbanstructure-ltd/navkar/531494/,NAVKAR URBANSTRUCTURE LIMITED,154.18
531495,BLUE COAST HOTELS LTD.,Active,T,10.00,INE472B01011,Hotels & Resorts,BLUECOAST,Equity,https://www.bseindia.com/stock-share-price/blue-coast-hotels-ltd/bluecoast/531495/,Blue Coast Hotels Ltd,5.71
531497,MADHUCON PROJECTS LTD.-$,Active,T,1.00,INE378D01032,Civil Construction,MADHUCON,Equity,https://www.bseindia.com/stock-share-price/madhucon-projects-ltd/madhucon/531497/,Madhucon Projects Ltd.,33.21
531499,SYBLY INDUSTRIES LTD.-$,Active,XT,10.00,INE080D01042,Other Textile Products,SYBLY,Equity,https://www.bseindia.com/stock-share-price/sybly-industries-ltd/sybly/531499/,Sybly Industries Ltd.,5.49
531500,RAJESH EXPORTS LTD.,Active,A,1.00,INE343B01030,Gems- Jewellery And Watches,RAJESHEXPO,Equity,https://www.bseindia.com/stock-share-price/rajesh-exports-ltd/rajeshexpo/531500/,Rajesh Exports Ltd.,17582.73
531502,ESAAR (INDIA) LTD.,Active,X,10.00,INE404L01039,Diversified Commercial Services,ESARIND,Equity,https://www.bseindia.com/stock-share-price/esaar-(india)-ltd/esarind/531502/,Esaar (India) Ltd.,11.37
531503,MARIS SPINNERS LTD.-$,Active,XT,10.00,INE866D01010,Other Textile Products,MARIS,Equity,https://www.bseindia.com/stock-share-price/maris-spinners-ltd/maris/531503/,Maris Spinners Ltd.,36.62
531505,INDERGIRI FINANCE LTD.,Active,X,10.00,INE628F01019,Non Banking Financial Company (NBFC),INDERGR,Equity,https://www.bseindia.com/stock-share-price/indergiri-finance-ltd/indergr/531505/,Indergiri Finance ltd.,3.81
531506,SHUKRA BULLIONS LTD.,Active,X,10.00,INE561E01015,Diversified Commercial Services,SKRABUL,Equity,https://www.bseindia.com/stock-share-price/shukra-bullions-ltd/skrabul/531506/,Shukra Bullions Limited,3.30
531508,EVEREADY INDUSTRIES INDIA LTD.,Active,A,5.00,INE128A01029,Household Products,EVEREADY,Equity,https://www.bseindia.com/stock-share-price/eveready-industries-india-ltd/eveready/531508/,Eveready Industries India Ltd.,2166.08
531509,STEP TWO CORPORATION LTD.,Active,X,10.00,INE623D01015,Other Financial Services,STEP2COR,Equity,https://www.bseindia.com/stock-share-price/step-two-corporation-ltd/step2cor/531509/,Step Two Corporation Ltd.,6.75
531512,ORIENT TRADELINK LTD.,Active,X,10.00,INE681D01039,Film Production- Distribution & Exhibition,ORIENTTR,Equity,https://www.bseindia.com/stock-share-price/orient-tradelink-ltd/orienttr/531512/,Orient Tradelink Ltd.,13.06
531518,Vikas Proppant & Granite Ltd,Active,Z,1.00,INE767B01022,Other Agricultural Products,VIKASPROP,Equity,https://www.bseindia.com/stock-share-price/vikas-proppant--granite-ltd/vikasprop/531518/,VIKAS PROPPANT & GRANITE LTD.,23.68
531521,DESH RAKSHAK AUSHDHALAYA LTD.,Active,P,10.00,INE971E01016,Pharmaceuticals,DESHRAK,Equity,https://www.bseindia.com/stock-share-price/desh-rakshak-aushdhalaya-ltd/deshrak/531521/,Desh Rakshak Aushdhalaya Ltd.,2.42
531525,ACE SOFTWARE EXPORTS LTD.-$,Active,X,10.00,INE849B01010,Software Products,ACESOFT,Equity,https://www.bseindia.com/stock-share-price/ace-software-exports-ltd/acesoft/531525/,Ace Software Exports ltd.,9.17
531529,SOFTRAK VENTURE INVESTMENT LTD.,Active,XT,10.00,INE562E01013,Non Banking Financial Company (NBFC),SOFTRAKV,Equity,https://www.bseindia.com/stock-share-price/softrak-venture-investment-ltd/softrakv/531529/,Softrak Venture Investments Ltd.,3.08
531531,HATSUN AGRO PRODUCT LTD.,Active,A,1.00,INE473B01035,Dairy Products,HATSUN,Equity,https://www.bseindia.com/stock-share-price/hatsun-agro-product-ltd/hatsun/531531/,Hatsun Agro Products Ltd.,19367.96
531533,Accedere Ltd,Active,XT,10.00,INE578B01015,Computers - Software & Consulting,ACCEDERE,Equity,https://www.bseindia.com/stock-share-price/accedere-ltd/accedere/531533/,ACCEDERE LIMITED,30.40
531539,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,Active,X,10.00,INE864D01015,Iron & Steel Products,RISHDIGA,Equity,https://www.bseindia.com/stock-share-price/rishabh-digha-steel--allied-products-ltd/rishdiga/531539/,Rishabh Digha Steel And Allied Prod,9.89
531540,MARUTI INFRASTRUCTURE LTD.,Active,X,10.00,INE392G01010,Civil Construction,MAINFRA,Equity,https://www.bseindia.com/stock-share-price/maruti-infrastructure-ltd/mainfra/531540/,Maruti Infrastructure Ltd.,90.18
531541,Kobo Biotech Ltd-$,Active,Z,10.00,INE881A01015,Commodity Chemicals,KOBO,Equity,https://www.bseindia.com/stock-share-price/kobo-biotech-ltd/kobo/531541/,KOBO BIOTECH LIMITED,5.72
531543,JINDAL WORLDWIDE LTD.,Active,A,1.00,INE247D01039,Other Textile Products,JINDWORLD,Equity,https://www.bseindia.com/stock-share-price/jindal-worldwide-ltd/jindworld/531543/,Jindal Worldwide Ltd.,7012.20
531548,SOMANY CERAMICS LTD.,Active,B,2.00,INE355A01028,Ceramics,SOMANYCERA,Equity,https://www.bseindia.com/stock-share-price/somany-ceramics-ltd/somanycera/531548/,Somany Ceramics Limited,2248.16
531550,JHAVERI CREDITS & CAPITAL LTD.,Active,XT,10.00,INE865D01012,Other Financial Services,JHACC,Equity,https://www.bseindia.com/stock-share-price/jhaveri-credits--capital-ltd/jhacc/531550/,Jhaveri Credits & Capital Ltd.,50.45
531552,RAGHUNATH TOBACCO CO.LTD.,Active,X,10.00,INE754B01012,Residential- Commercial Projects,RAGHUTOB,Equity,https://www.bseindia.com/stock-share-price/raghunath-tobacco-coltd/raghutob/531552/,Raghunath Tobacco Co. Ltd.,19.16
531553,Disha Resources Ltd,Active,X,10.00,INE193D01019,Diversified Commercial Services,DRL,Equity,https://www.bseindia.com/stock-share-price/disha-resources-ltd/drl/531553/,DISHA RESOURCES LIMITED,6.50
531556,CORAL INDIA FINANCE & HOUSING LTD.,Active,B,2.00,INE558D01021,Diversified Commercial Services,CORALFINAC,Equity,https://www.bseindia.com/stock-share-price/coral-india-finance--housing-ltd/coralfinac/531556/,Coral India Finance And Housing Ltd,132.88
531569,SANJIVANI PARANTERAL LTD.,Active,X,10.00,INE860D01013,Pharmaceuticals,SANJIVIN,Equity,https://www.bseindia.com/stock-share-price/sanjivani-paranteral-ltd/sanjivin/531569/,Sanjivani Paranteral Ltd.,55.00
